"";"powiattyp_nazwa";"l_oddzialow_i";"wojewodztwo";"l_uczniow_i";"jedn_id";"jedn_nazwa";"jedn_kodpoczt";"jedn_poczta";"jedn_ulica";"jedn_domlokal";"jedn_telefon";"jedn_faks";"jedn_email";"jedn_www";"rodzaj_jednostki";"zespol";"organ_prowadzacy";"publiczna";"specyfika_jednostki";"zwiazanie";"wojew_gus";"klasa_wielkosci_miejscowosci";"rodzaj_gminy";"braki_oddzialy";"sample.marker"
"432";"grodzki";"20.00";"WOJ. MAZOWIECKIE";634;190000021954;"V Liceum Ogólnokształcące";"09-400";"Płock";"Aleja F. Kobylińskiego";"25";243658632;243658649;"zsce@zsce.pl";"www.zsce.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1826";"grodzki";"18.00";"WOJ. MAŁOPOLSKIE";518;190000076918;"IX LICEUM OGÓLNOKSZTAŁCĄCE";"30-048";"KRAKÓW";"K. CZAPIŃSKIEGO";"5";126333764;126237130;"lo9@poczta.fm";"www.ixlo.krakow.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"141";"ziemski";"2.00";"WOJ. MAŁOPOLSKIE";35;190000008568;"Liceum Ogólnokształcące";"33-170";"Tuchów";"Reymonta";"19";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1262";"grodzki";"21.00";"WOJ. KUJAWSKO-POMORSKIE";618;190000053718;"III Liceum Ogólnokształcące im. Marii Konopnickiej we Włocławku";"87-800";"Włocławek";"Bechiego";"1";542322965;542322965;"";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"483";"grodzki";"15.00";"WOJ. MAZOWIECKIE";470;190000023285;"XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa w Warszawie";"00-737";"Warszawa";"Zakrzewska";"24";228410693;228410693;"sekretariat@cervantes.edu.pl";"http://www.cervantes.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1424";"ziemski";"5.00";"WOJ. WARMIŃSKO-MAZURSKIE";132;190000060294;"Liceum ogólnokształcące";"11-015";"Olsztynek";"Klikowicza";"4";895192622;895192622;"1losekretariat@wp.pl";"www.liceum-olsztynek.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1246";"grodzki";"14.00";"WOJ. KUJAWSKO-POMORSKIE";475;190000053252;"I Liceum Ogólnokształcące";"85-004";"Bydgoszcz";"Plac Wolności";"9";523398330;523398310;"zsonr1@bip.oswiata.bydgoszcz.pl";"www.jedynka.bydgoszcz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1543";"grodzki";"21.00";"WOJ. LUBELSKIE";674;190000066298;"IX Liceum Ogólnokształcące im. Mikołaja Kopernika w Lublinie";"20-709";"Lublin";"Andrzeja Struga";"6";815255435;815255435;"sekretar@9lo.lublin.pl";"9lo.lublin.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"271";"ziemski";"6.00";"WOJ. ŁÓDZKIE";144;190000013180;"Liceum Ogólnokształcące im. Wojska Polskiego w Błaszkach";"98-235";"Błaszki";"pl. L. Sulwińskiego";"31";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1794";"ziemski";"4.00";"WOJ. LUBUSKIE";110;190000075835;"II Liceum Ogólnokształcące";"68-200";"Żary";"Zielonogórska";"23";683742575;683742575;"zsoit.zary@interia.pl";"zsoit.zary.internetdsl.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";8;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"372";"ziemski";"3.00";"WOJ. PODKARPACKIE";64;190000017383;"Liceum Ogólnokształcące w Boguchwale";"36-040";"Boguchwała";"Doktora Tkaczowa";"146";178714421;178711606;"liceum.boguchwala@gmail.com";"www.liceum.boguchwala.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1379";"ziemski";"10.00";"WOJ. ZACHODNIOPOMORSKIE";258;190000058284;"I Liceum Ogólnokształcące w Gryfinie";"74-100";"Gryfino";"Niepodległości";"16";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"342";"grodzki";"2.00";"WOJ. PODKARPACKIE";45;190000016383;"XIII Liceum Ogólnokształcące";"35-232";"Rzeszów";"Miłocińska";"75";178563359;178563359;"zeszagrop@poczta.onet.pl";"www.zeszagrop.republika.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1245";"grodzki";"13.00";"WOJ. KUJAWSKO-POMORSKIE";393;190000053181;"VII Liceum Ogólnokształcące";"85-643";"Bydgoszcz";"11 Listopada";"4";523710057;523702115;"zsonr7@bip.oswiata.bydgoszcz.pl";"www.7lo.bydgoszcz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1186";"ziemski";"6.00";"WOJ. POMORSKIE";166;190000050445;"III LICEUM OGÓLNOKSZTAŁCĄCE";"84-200";"WEJHEOWO";"STRZELECKA";"9";586722509;586722509;"zsp2@zsp2.net";"zsp2.net";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1085";"ziemski";"9.00";"WOJ. DOLNOŚLĄSKIE";265;190000045624;"I Liceum Ogólnokształcące";"57-500";"Bystrzyca Kłodzka";"ST.Sempołowskiej";"13";746442840;746442840;"lo_bkl@poczta.onet.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1521";"ziemski";"1.00";"WOJ. ŚWIĘTOKRZYSKIE";21;190000064571;"III Liceum Ogólnokształcące";"28-200";"STASZÓW";"SZKOLNA";"11";158643118;158643118;"ekonomik@staszowski.eu";"www.zsestaszow.eu";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1287";"ziemski";"9.00";"WOJ. KUJAWSKO-POMORSKIE";250;190000054825;"Liceum Ogólnokształcące";"88-300";"Mogilno";"Dworcowa";"9";523152664;523152664;"zs_mogilno@wp.pl";"www.zs-mogilno.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";4;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1797";"ziemski";"4.00";"WOJ. LUBUSKIE";103;190000075861;"I Liceum Ogólnokształcące";"66-620";"Gubin";"Racławicka";"1";683593184;683593244;"sekretariat@zslit.gubin.pl";"www.zslit.gubin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";8;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1536";"grodzki";"11.00";"WOJ. LUBELSKIE";320;190000066222;"XVI Liceum Ogólnokształcące";"20-109";"Lublin";"Bernardyńska";"14";815325313;815325313;"szkola@vetter.zse.lublin.pl";"vetter.zse.lublin.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1927";"ziemski";"10.00";"WOJ. POMORSKIE";225;190000081774;"I LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA MICKIEWICZA W MIASTKU";"77-200";"MIASTKO";"ADAMA MICKIEWICZA";"2";598572225;598572225;"lomiastko@tlen.pl";"www.liceum.miastko.com.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1042";"ziemski";"6.00";"WOJ. DOLNOŚLĄSKIE";138;190000044375;"Liceum Ogólnokształcące";"59-600";"Lwówek Śląski";"Rakowice Wielkie";"48";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"wieś";"gmina miejsko-wiejska";0;"A"
"1138";"grodzki";"15.00";"WOJ. POMORSKIE";451;190000048723;"V Liceum Ogólnokształcące";"80-322";"Gdańsk";"Polanki";"130";585521191;585523114;"szkola@vlo.gda.pl";"www.vlo.gda.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"433";"ziemski";"20.00";"WOJ. MAZOWIECKIE";564;190000022022;"Liceum Ogólnokształcące w Żyrardowie";"96-300";"Żyrardów";"Janiny Kacperskiej";"6a";468553122;468553122;"lozyrard@lo.zyrardow.edu.pl";"www.lo.zyrardow.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1774";"grodzki";"12.00";"WOJ. LUBUSKIE";352;190000074910;"V Liceum Ogólnokształcące";"65-215";"Zielona Góra";"Kingi";"1";684707010;684707011;"sekretariat@vlo.zgora.pl";"www.vlo.zg.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";8;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"686";"grodzki";"7.00";"WOJ. ŚLĄSKIE";225;190000029084;"III Liceum Ogólnokształcące";"41-303";"Dąbrowa Górnicza";"Bolesława Prusa";"3";322642582;322642582;"zso2szenwald@poczta.onet.pl";"www.zso2.dabrowa.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"986";"ziemski";"13.00";"WOJ. WIELKOPOLSKIE";394;190000041775;"Liceum Ogólnokształcące";"64-600";"Oborniki";"Adama Mickiewicza";"3";612961569;612961569;"sekretariat@lo.oborniki.info";"www.lo.oborniki.info";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"66";"grodzki";"24.00";"WOJ. MAŁOPOLSKIE";871;190000005793;"V Liceum Ogólnokształcące";"31-116";"Kraków";"Studencka";"12";124223172;124229231;"ksiegowosc@v-lo.krakow.pl";"www.v-lo.krakow.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1615";"ziemski";"13.00";"WOJ. LUBELSKIE";341;190000068665;"Liceum Ogólnokształcące";"24-200";"Bełżyce";"Bychawska";"4";815172362;815172362;"zs.belzyce@powiat.lublin.pl";"zs-belzyce.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";6;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"511";"grodzki";"18.00";"WOJ. MAZOWIECKIE";457;190000023546;"LVIII Liceum Ogólnokształcące";"00-432";"Warszawa";"Górnośląska";"31";226211350;226280923;"liceum@zs23.edu.pl";"www.baczynski.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1103";"ziemski";"1.00";"WOJ. DOLNOŚLĄSKIE";19;190000046450;"Liceum Ogólnokształcące";"56-420";"BIERUTÓW";"PLAC KOŚCIELNY";"2";713146241;713146241;"zspbierutow@wp.pl";"zspbierutow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"958";"ziemski";"9.00";"WOJ. WIELKOPOLSKIE";245;190000041053;"Liceum Ogólnokształcące LO-3";"63-840";"Krobia";"Ogród Ludowy";"2";655711221;655738626;"zsoizkrobia1@wp.pl";"zsoiz-krobia.com";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"638";"ziemski";"24.00";"WOJ. MAZOWIECKIE";681;190000027602;"I Liceum Ogólnokształcące im. Adama Mickiewicza w Węgrowie";"07-100";"Węgrów";"Mickiewicza";"3";257924424;257924424;"lo_weg@poczta.onet.pl";"lowegrow.aplus.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1344";"ziemski";"11.00";"WOJ. ZACHODNIOPOMORSKIE";286;190000057083;"Liceum Ogólnokształcące";"78-540";"Kalisz Pomorski";"Wolności";"20";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"1140";"grodzki";"15.00";"WOJ. POMORSKIE";431;190000048725;"IX Liceum Ogólnokształcące w Gdańsku";"80-271";"Gdańsk";"Wilka-Krzyżanowskiego";"8";583418613;583418613;"9lo@neostrada.pl";"www.IXlo.webd.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";22;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1930";"grodzki";"14.00";"WOJ. ŚLĄSKIE";487;190000081911;"II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im.M.Konopnickiej w Katowicach";"40-052";"Katowice";"Głowackiego";"6";322517334;322512255;"biuro@nasza-szkola.pl";"www.nasza-szkola.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"17";"grodzki";"20.00";"WOJ. MAŁOPOLSKIE";597;190000004358;"IV Liceum Ogólnokształcące w Zespole Szkół Ogółnokształcących nr 1 w Tarnowie";"33-101";"Tarnów";"Norwida";"22";146330346;146330346;"sekreta@iv-lo.tarnow.pl";"www.iv-lo.tarnow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"961";"ziemski";"13.00";"WOJ. WIELKOPOLSKIE";334;190000041109;"II Liceum Ogólnokształcące w Wągrowcu";"62-100";"Wągrowiec";"Kościuszki";"49";672620347;672620347;"zsp2wagrowiec@neostrada.pl";"www.zsp2.wagrowiec.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"546";"grodzki";"7.00";"WOJ. MAZOWIECKIE";179;190000024733;"CIX Liceum Ogólnokształcące z Oddziałami Integracyjnymi";"02-776";"Warszawa";"Hirszfelda";"11";226435756;226435756;"sekretariat@cixlo.waw.pl";"cixlowarszawa.edupage.org";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1332";"grodzki";"24.00";"WOJ. ZACHODNIOPOMORSKIE";716;190000056787;"II LICEUM OGÓLNOKSZTAŁCĄCE";"75-631";"Koszalin";"Chełmońskiego";"7";943424351;943423635;"2lobroniewski@interia.pl";"www.broniewski.edu.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";32;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"626";"ziemski";"6.00";"WOJ. MAZOWIECKIE";149;190000027392;"Salezjańskie Liceum Ogólnokształcące";"08-300";"SOKOŁÓW PODLASKI";"KS. BOSKO";"1";257817610;257877984;"liceum1@sdb.pl";"sdb.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"963";"ziemski";"19.00";"WOJ. WIELKOPOLSKIE";555;190000041142;"Liceum ogólnokształcące";"64-920";"Piła";"al. Powstańców Wlkp";"18";672125199;672122218;"zsstaszicapila@poczta.onet.pl";"zsstaszica.pila.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";30;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"246";"ziemski";"25.00";"WOJ. ŁÓDZKIE";733;190000012529;"II Liceum Ogólnokształcące w Bełchatowie";"97-400";"Bełchatów";"Czapliniecka";"72";446322211;446322183;"sekretariat@2lokochanowski.pl";"www.2lokochanowski.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"783";"ziemski";"20.00";"WOJ. ŚLĄSKIE";642;190000033394;"II Liceum Ogólnokształcące im. A. Mickiewicza";"47-400";"Racibórz";"Kard. S. Wyszyńskiego";"3";324155657;324155657;"drugieloraciborz@poczta.onet.pl";"zso2rac.info";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1504";"ziemski";"7.00";"WOJ. ŚWIĘTOKRZYSKIE";212;190000064042;"Liceum Ogólnokształcące im. J. Szermentowskiego";"26-010";"Bodzentyn";"Suchedniowska";"6";413115033;413115033;"lobodzentyn@wp.pl";"www.zspbodzenty.lap.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"846";"grodzki";"18.00";"WOJ. ŚLĄSKIE";576;190000035564;"II Liceum Ogólnokształcące";"42-218";"Częstochowa";"Kilińskiego";"62";343612568;343612568;"dyrektor-2lo@wp.pl";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1953";"ziemski";"3.00";"WOJ. WARMIŃSKO-MAZURSKIE";75;190000082922;"II Liceum Ogólnokształcace w Olsztynku";"11-015";"Olsztynek";"Zamkowa";"6";895192627;895192627;"zszolszt@icenter.pl";"www.zamek.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";28;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"136";"ziemski";"7.00";"WOJ. MAŁOPOLSKIE";169;190000008529;"Liceum Ogólnokształcące";"32-840";"Zakliczyn";"Grabina";"57";146653409;146653409;"zsz-zakliczyn@wp.pl";"zsp-zakliczyn.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"378";"ziemski";"20.00";"WOJ. PODKARPACKIE";636;190000017711;"II LICEUM OGÓLNOKSZTAŁCĄCE";"39-300";"MIELEC";"ŻEROMSKIEGO";"28";177885168;177885168;"kopernik@powiat.mielec.pl";"kopernik.mielec.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";18;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"646";"ziemski";"17.00";"WOJ. MAZOWIECKIE";523;190000027940;"II Liceum Ogólnokształcące w Garwolinie";"08-400";"Garwolin";"Kościuszki";"53";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1035";"ziemski";"3.00";"WOJ. DOLNOŚLĄSKIE";91;190000043933;"Liceum Ogólnokształcące";"59-800";"Lubań";"Leśna";"8";757222678;757222678;"zszluban@jg.onet.pl";"zsp2.boo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"128";"ziemski";"10.00";"WOJ. MAŁOPOLSKIE";263;190000008411;"Liceum Ogólnokształcące im. Bohaterów Westerplatte";"34-480";"Jabłonka";"Podhalańska";"3";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0;"A"
"617";"ziemski";"12.00";"WOJ. MAZOWIECKIE";322;190000027014;"Liceum Ogólnokształcące im.Marii Dąbrowskiej w Pionkach";"26-670";"Pionki";"Aleje Lipowe";"23";486123359;486123359;"lopionki@lopionki.pl";"www.lopionki.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1668";"grodzki";"24.00";"WOJ. PODLASKIE";659;190000069817;"VII Liceum Ogólnokształcące w Białymstoku";"15-743";"Białystok";"Wierzbowa";"7";856649331;856649341;"zso5@um.bialystok.pl";"www.7lo.bialystok.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";20;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"527";"grodzki";"18.00";"WOJ. MAZOWIECKIE";506;190000023924;"LXXXVI Liceum Ogólnokształcące";"01-122";"Warszawa";"Garbińskiego";"1";228364838;228364838;"sekretsarist@zoska.waw.pl";"www.zoska.waw.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"211";"ziemski";"2.00";"WOJ. ŁÓDZKIE";45;190000011431;"II Liceum Ogółnokształcące w Głownie";"95-015";"Głowno";"Kopernika";"24/26";427190788;427190788;"szkola@cebertowicz.com.pl";"www.cebertowicz.com.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1061";"grodzki";"17.00";"WOJ. DOLNOŚLĄSKIE";509;190000044932;"I Liceum Ogólnokształcące";"59-220";"Legnica";"Plac Klasztorny";"7";768622758;768622758;"szkola@1liceum.pl";"www.1liceum.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"280";"ziemski";"14.00";"WOJ. ŁÓDZKIE";413;190000013299;"I Liceum Ogólnokształcące";"99-400";"Łowicz";"Bonifraterska";"3";468374200;468374200;"lochelmon1@op.pl";"lo1lowicz.szkoly.lodz.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1037";"ziemski";"17.00";"WOJ. DOLNOŚLĄSKIE";536;190000043964;"Liceum Ogólnokształcące im. Adama Mickiewicza";"59-800";"Lubań";"Władysława Łokietka";"2";756465116;756465116;"loluban@poczta.onet.pl";"www.zspmickiewicz.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";2;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1509";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";62;190000064135;"Katolickie Liceum Ogólnokształcące im. Św. Jadwigi Królowej w Sandomierzu";"27-600";"Sandomierz";"Św. Jadwigi Królowej";"5";158327809;158320418;"kliceum@poczta.neostrada.pl";"liceumk.hostit.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"665";"grodzki";"18.00";"WOJ. ŚLĄSKIE";599;190000028262;"III Liceum Ogólnokształcące";"43-300";"Bielsko-Biała";"Bohaterów Warszawy";"20";334960330;334960331;"zeromski@ids.bielsko.pl";"zeromski.ids.bielsko.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";24;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"242";"grodzki";"8.00";"WOJ. ŁÓDZKIE";163;190000012420;"VI Liceum Ogólnokształcące";"97-300";"Piotrków Trybunalski";"Dmowskiego";"38";446489315;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";10;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"502";"grodzki";"18.00";"WOJ. MAZOWIECKIE";543;190000023311;"XIV Liceum Ogólnokształcące";"02-010";"Warszawa";"Nowowiejska";"37A";228251325;228256899;"szkola@staszic.waw.pl";"www.staszic.waw.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"400";"ziemski";"8.00";"WOJ. MAZOWIECKIE";227;190000018588;"Liceum Ogólnokształcące w Gostyninie";"09-500";"Gostynin";"Kowalska";"5";242352445;242358910;"sekretariat@zs2-gostynin.edu.pl";"www.zs2-gostynin.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"570";"ziemski";"8.00";"WOJ. MAZOWIECKIE";195;190000025780;"LO";"06-500";"Mława";"Piłsudskiego";"33";236543937;236543937;"zs3mlawa@op.pl";"zs3.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0;"A"
"1514";"ziemski";"3.00";"WOJ. ŚWIĘTOKRZYSKIE";67;190000064234;"Liceum Ogólnokształcące w Osieku";"28-221";"Osiek";"Wolności";"24 a";158671201;158671201;"zsosiek@gmail.com";"www.zsosiek.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";26;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
"571";"ziemski";"15.00";"WOJ. MAZOWIECKIE";471;190000025808;"Liceum Ogólnokształcące im. Marii Dąbrowskiej w Żurominie";"09-300";"Żuromin";"Wyzwolenia";"61";236572219;236572219;"lozuromin@zuromin-powiat.home.pl";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";14;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0;"A"
