"";"powiattyp_nazwa";"l_oddzialow_i";"wojewodztwo";"l_uczniow_i";"jedn_id";"jedn_nazwa";"jedn_kodpoczt";"jedn_poczta";"jedn_ulica";"jedn_domlokal";"jedn_telefon";"jedn_faks";"jedn_email";"jedn_www";"rodzaj_jednostki";"zespol";"organ_prowadzacy";"publiczna";"specyfika_jednostki";"zwiazanie";"wojew_gus";"klasa_wielkosci_miejscowosci";"rodzaj_gminy";"braki_oddzialy"
"79";"grodzki";"4.00";"WOJ. MAŁOPOLSKIE";99;190000006433;"XXIX Liceum Ogólnokształcące";"30-614";"Kraków-Podgórze";"Cechowa";"57";126540344;126540345;"sekretariatlo29@edukonekt.pl";"www.lo29.krakow.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"80";"grodzki";"4.00";"WOJ. MAŁOPOLSKIE";119;190000006484;"XXI Liceum Ogólnokształące";"31-606";"Kraków";"Tysiąclecia";"15";126484995;126484995;"xxilokr@post.pl";"xxilo.krakow.prv.ol";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"81";"grodzki";"8.00";"WOJ. MAŁOPOLSKIE";239;190000006557;"XXXI Liceum Ogólnokształcące";"30-076";"Kraków";"Zakątek";"2";126374092;126374092;"sekretariat@31lo.com";"31lo.com";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"82";"grodzki";"18.00";"WOJ. MAŁOPOLSKIE";486;190000006565;"XV Liceum Ogólnokształcące";"30-820";"Kraków";"Dygasińskiego";"15";126581715;126581715;"admin@xvlo.pl";"www.xvlo.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"84";"ziemski";"15.00";"WOJ. MAŁOPOLSKIE";398;190000006720;"liceum ogólnokształcące";"32-050";"Skawina";"Żwirki i Wigury";"17";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"85";"ziemski";"13.00";"WOJ. MAŁOPOLSKIE";368;190000006723;"Liceum Ogólnokształcące";"32-065";"Krzeszowice";"Ogrodowa";"3";122820346;122820346;"lo_krzeszowice@poczta.net.pl";"www.lo.krzeszowice.net.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"86";"ziemski";"3.00";"WOJ. MAŁOPOLSKIE";59;190000006726;"Katolickie Liceum Ogólnokształcące im. Jana Pawła II";"32-050";"Skawina";"Ks. Troski";"17 a";122763215;122763215;"zks@zks.nq.pl";"www.zks.nq.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"87";"ziemski";"15.00";"WOJ. MAŁOPOLSKIE";371;190000006736;"Liceum Ogólnokształcące w Centrum Edukacyjnym ""Radosna Nowina 2000""";"32-060";"Liszki";"Piekary";"2";122807099;122800751;"sekretariat@liceum.fund.pl";"www.lo.fund.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"88";"ziemski";"6.00";"WOJ. MAŁOPOLSKIE";165;190000006744;"Liceum Ogólnokształcące";"32-043";"Skała";"ks. Stanisława Połetka";"30";123891024;123891024;"administracja@lo-skala.edu.pl";"www.lo-skala.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"90";"ziemski";"7.00";"WOJ. MAŁOPOLSKIE";196;190000006764;"I Liceum Ogólnokształcące";"32-410";"Dobczyce";"Szkolna";"20A";122710181;122711072;"zs@dobczyce.edu.pl";"www.dobczyce.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"92";"ziemski";"27.00";"WOJ. MAŁOPOLSKIE";907;190000006800;"I Liceum Ogólnokształcące im. Tadeusza Kościuszki w Myślenicach";"32-400";"Myślenice";"Jagiellońska";"8";122740070;122722806;"zso@almalo.edu.pl";"www.almalo.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"93";"ziemski";"2.00";"WOJ. MAŁOPOLSKIE";31;190000006808;"Liceum Ogólnokształcące";"32-104";"Koniusza";"Piotrkowice Małe";"87 D";123869420;123869420;"zs@piotrkowice.edu.pl";"www.piotrkowice.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"94";"ziemski";"8.00";"WOJ. MAŁOPOLSKIE";212;190000006820;"Liceum Ogólnokształcące";"32-100";"Proszowice";"3 Maja";"107";123861035;123861035;"zsproszowice@poczta.internetdsl.pl";"zsproszowice.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"95";"ziemski";"3.00";"WOJ. MAŁOPOLSKIE";83;190000006836;"Liceum Ogólnokształcące";"32-420";"Gdów";"";"405";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"96";"ziemski";"20.00";"WOJ. MAŁOPOLSKIE";632;190000006845;"Liceum Ogólnokształcące im. J. Matejki";"32-020";"Wieliczka";"Piłsudskiego";"18";122783277;122880835;"lo@powiatwielicki.pl";"www.wieliczka.pl/lo";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"97";"ziemski";"20.00";"WOJ. MAŁOPOLSKIE";573;190000006883;"II Liceum Ogólnokształcące";"32-400";"MYŚLENICE";"ZDROJOWA";"18";122720424;122721246;"sekretariat@zsp.edu.pl";"www.zsp.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"98";"ziemski";"4.00";"WOJ. MAŁOPOLSKIE";105;190000007341;"ZSO-Liceum Ogólnoształcące";"34-483";"Lipnica Wielka";"Lipnica Wielka";"523";182634812;182634099;"fsojka@op.pl";"www.zsolw.waw.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"99";"ziemski";"16.00";"WOJ. MAŁOPOLSKIE";495;190000007899;"II LICEUM OGÓLNOKSZTAŁCĄCE";"38-300";"GORLICE";"KS.KARD.STEF.WYSZYŃSKIEGO";"18";183536040;183536040;"i.lukasiewicz@oswiata.org.pl";"lukasiewicz.gorlice.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"100";"ziemski";"12.00";"WOJ. MAŁOPOLSKIE";343;190000007917;"Liceum Ogólnokształcące";"38-340";"BIECZ";"Tysiąclecia";"2";134471045;134471045;"lobiecz@poczta.onet.pl";"lobiecz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"101";"ziemski";"6.00";"WOJ. MAŁOPOLSKIE";172;190000007920;"Liceum Ogólnokształcące";"38-350";"Bobowa";"Długoszowskich";"1";183514009;183514009;"zsobobowa@pro.onet.pl";"zso.bobowa.eu";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"102";"ziemski";"24.00";"WOJ. MAŁOPOLSKIE";731;190000007953;"I Liceum Ogólnokształcące w Gorlicach";"38-300";"Gorlice";"Marcina Kromera";"1";183535185;183521971;"lokromer@onet.pl";"www.kromer-gorlice.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"103";"grodzki";"12.00";"WOJ. MAŁOPOLSKIE";343;190000007977;"VIII LIceum Ogólnokształcące";"33-300";"Nowy Sącz";"Świętego Ducha";"6";184437896;184496088;"zsnr4ns@vp.pl";"www.zsnr4.nowysacz.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"104";"grodzki";"13.00";"WOJ. MAŁOPOLSKIE";430;190000007981;"III Liceum Ogólnokształcące";"33-300";"Nowy Sącz";"Grodzka";"34";184438756;184437731;"zse@zse.neska.pl";"www.zse.neska.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"105";"grodzki";"18.00";"WOJ. MAŁOPOLSKIE";588;190000007998;"V LIceum Ogólnokształcące";"33-300";"Nowy Sącz";"Jagiellońska";"84";184421005;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"106";"grodzki";"33.00";"WOJ. MAŁOPOLSKIE";934;190000008006;"II Liceum Ogólnokształcace";"33-300";"Nowy Sącz";"Żeromskiego";"16";184420506;184143860;"zso2@edu.nowysacz.pl";"www.2lo.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"107";"grodzki";"34.00";"WOJ. MAŁOPOLSKIE";1079;190000008010;"I Liceum Ogólnokształcace";"33-300";"Nowy Sącz";"Długosza";"5";184484020;184484022;"zso1ns@hoga.pl";"www.dlugosz.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"108";"grodzki";"6.00";"WOJ. MAŁOPOLSKIE";173;190000008109;"IX Liceum Ogólnokształcące w Zespole Szkół Nr 2";"33-300";"Nowy Sącz";"Podhalańska";"38";184400290;184400290;"zsnr2ns@op.pl";"zsnr2ns.info";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"109";"grodzki";"17.00";"WOJ. MAŁOPOLSKIE";582;190000008154;"VI LO w Zespole Szkół nr 3";"33-300";"Nowy Sącz";"Morawskiego";"2";184420505;184444536;"zs3@edu.nowysacz.pl";"www.barbacki.civ.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"110";"ziemski";"3.00";"WOJ. MAŁOPOLSKIE";89;190000008256;"Liceum Ogólnokształcące Mistrzostwa Sportowego";"34-500";"ZAKOPANE";"Droga do Olczy";"26";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"111";"ziemski";"10.00";"WOJ. MAŁOPOLSKIE";269;190000008268;"Liceum Ogólnokształcące";"33-393";"Marcinkowice";"";"1";184433185;184433185;"sekretariat@zsmarcinkowice.edu.pl";"www.zsmarcinkowice.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"112";"ziemski";"18.00";"WOJ. MAŁOPOLSKIE";479;190000008277;"Liceum Ogólnokształcące";"33-340";"Stary Sącz";"Partyzantów";"15";184460583;184460558;"lostarysacz@neostrada.pl";"www.lo.starysacz.iap.pl/";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"113";"ziemski";"14.00";"WOJ. MAŁOPOLSKIE";373;190000008278;"Liceum Ogólnokształcące";"33-330";"Grybów";"Rynek";"4";184450324;184450324;"logrybow@op.pl";"www.logrybow.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"114";"ziemski";"6.00";"WOJ. MAŁOPOLSKIE";158;190000008281;"Liceum w Zespole";"33-380";"KRYNICA - ZDRÓJ";"Nadbrzeżna";"3";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"115";"ziemski";"3.00";"WOJ. MAŁOPOLSKIE";70;190000008290;"Liceum Ogólnokształcące";"33-390";"Łącko";"Łącko";"26";184446023;184446023;"zslacko@poczta.onet.pl";"www.zslacko.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"116";"ziemski";"2.00";"WOJ. MAŁOPOLSKIE";54;190000008299;"Liceum Ogólnokształcące";"33-340";"Stary Sącz";"Daszyńskiego";"15";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"118";"ziemski";"9.00";"WOJ. MAŁOPOLSKIE";256;190000008316;"Liceum Ogólnokształcące im.Jana Kochanowskiego w Muszynie";"33-370";"Muszyna";"Rynek";"13";184714902;184718011;"sekretariatlomuszyna@poczta.onet.pl";"";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"119";"ziemski";"10.00";"WOJ. MAŁOPOLSKIE";306;190000008323;"IV Liceum Ogólnokształcące";"34-600";"Limanowa";"Witosa";"5";183371752;783371752;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"120";"ziemski";"8.00";"WOJ. MAŁOPOLSKIE";246;190000008324;"Liceum Ogólnokształcące";"34-600";"Limanowa";"Piłsudskiego";"81";183371760;183371760;"zsnr1limanowa@poczta.onet.pl";"zsnr1.limanowa.info";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"121";"ziemski";"2.00";"WOJ. MAŁOPOLSKIE";59;190000008330;"LO w ZSTiO w Limanowej";"34-600";"Limanowa";"Zygmunta Augusta";"8";183372602;183372602;"zsmelimanowa@pro.onet.pl";"zstio.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"122";"ziemski";"15.00";"WOJ. MAŁOPOLSKIE";383;190000008335;"LO";"34-650";"Tymbark";"";"349";183325030;183325030;"zstymb@poczta.onet.pl";"zstymbark";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"123";"ziemski";"21.00";"WOJ. MAŁOPOLSKIE";634;190000008344;"I Liceum Ogólnokształcące im. Władysława Orkana";"34-600";"Limanowa";"Władysława Orkana";"1";183372059;183372059;"1lo.limanowa@pro.onet.pl";"htttp://republika.pl/limanowa1lo";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"124";"ziemski";"9.00";"WOJ. MAŁOPOLSKIE";174;190000008350;"II LICEUM OGÓLNOKSZTAŁCĄCE";"34-651";"LIMANOWA 3";"REYMONTA";"3";183376147;183376147;"ckulolimanowa@poczta.onet.pl";"2lolimanowa.strefa.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"125";"ziemski";"12.00";"WOJ. MAŁOPOLSKIE";361;190000008369;"LICEUM OGÓLNOKSZTAŁCĄCE";"34-730";"MSZANA DOLNA";"MATEJKI";"11";183310283;183310463;"SEKRZS1@ZS1MD.PL.PL";"WWW.ZS1MD.PL.PL";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"127";"ziemski";"23.00";"WOJ. MAŁOPOLSKIE";704;190000008401;"II Liceum Ogólnokształcące w Zespole Szkół Nr 3";"34-400";"Nowy Targ";"Ludźmierska";"32";182664075;182649987;"sekretariat@zskj.nowytarg.pl";"www.zsnr3.nowytarg.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"128";"ziemski";"10.00";"WOJ. MAŁOPOLSKIE";263;190000008411;"Liceum Ogólnokształcące im. Bohaterów Westerplatte";"34-480";"Jabłonka";"Podhalańska";"3";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"129";"ziemski";"2.00";"WOJ. MAŁOPOLSKIE";52;190000008443;"Publiczne Salezjańskie Liceum Ogólnokształcące im. św. Jana Bosko";"34-470";"Czarny Dunajec";"ks. Kmietowicza";"2";182657670;182657670;"dunajec@sdb.krakow.pl";"pslodunajec.info";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"130";"ziemski";"3.00";"WOJ. MAŁOPOLSKIE";98;190000008459;"Liceum Ogólnokształcące im. Świętej Rodziny";"34-700";"Rabka - Zdrój";"Jana Pawła II";"48";182677467;182677467;"szkolakatolicka@interia.pl";"www.szkola-katolicka.rabka.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"131";"ziemski";"9.00";"WOJ. MAŁOPOLSKIE";234;190000008480;"Liceum Ogólnokształcące im. Stefana Żeromskiego";"34-450";"Krościenko n.D.";"Zdrojowa";"11";182623025;182623025;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"132";"ziemski";"9.00";"WOJ. MAŁOPOLSKIE";250;190000008492;"II Liceum Ogólnokształcące";"34-700";"Rabka-Zdrój";"Kościuszki";"9";182677029;182677029;"lo2r@wp.pl";"lo2rabka.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"133";"ziemski";"13.00";"WOJ. MAŁOPOLSKIE";335;190000008496;"I LICEUM OGÓLNOKSZTAŁCACE";"34-700";"RABKA -ZDRÓJ";"Jana Pawła II";"41";182677030;182677030;"lo1rabka@romer.region-rabka.pl";"romer.region-rabka.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"134";"ziemski";"4.00";"WOJ. MAŁOPOLSKIE";93;190000008519;"Liceum Ogólnokształcące";"32-830";"Wojnicz";"Jagiellońska";"17";146790005;146790138;"sekretariat@wojnicz.edu.pl";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"135";"ziemski";"3.00";"WOJ. MAŁOPOLSKIE";67;190000008524;"Liceum Ogólnokształcące w Żabnie";"33-240";"Żabno";"Rynek";"26";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"136";"ziemski";"7.00";"WOJ. MAŁOPOLSKIE";169;190000008529;"Liceum Ogólnokształcące";"32-840";"Zakliczyn";"Grabina";"57";146653409;146653409;"zsz-zakliczyn@wp.pl";"zsp-zakliczyn.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"137";"ziemski";"3.00";"WOJ. MAŁOPOLSKIE";80;190000008538;"LO";"33-130";"Radłów";"Biskupska";"2a";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"138";"ziemski";"12.00";"WOJ. MAŁOPOLSKIE";290;190000008541;"Liceum Ogólnokształcące";"33-170";"Tuchów";"Jana Pawła II";"10";146525414;146523183;"lo_tuchow@poczta.onet.pl";"www.lo-tuchow.pl";"Liceum ogólnokształcące";"f";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"139";"ziemski";"4.00";"WOJ. MAŁOPOLSKIE";108;190000008548;"Liceum Ogólnokształcące";"33-190";"Ciężkowice";"Łuczkiewiczów";"12";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"140";"ziemski";"2.00";"WOJ. MAŁOPOLSKIE";51;190000008555;"Liceum ogólnokształcące";"33-160";"Ryglice";"Tarnowska";"23";146541008;146541008;"zszryglice@wp.pl";"www.zspryglice.neostrada.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"141";"ziemski";"2.00";"WOJ. MAŁOPOLSKIE";35;190000008568;"Liceum Ogólnokształcące";"33-170";"Tuchów";"Reymonta";"19";NA;NA;"";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"142";"ziemski";"1.00";"WOJ. MAŁOPOLSKIE";16;190000008574;"Liceum Ogólnokształcące";"33-156";"SKRZYSZÓW";"-";"629A";146283338;146283338;"zsoiz_skrzyszow@poczta.okay.pl";"www.zsoiz_skrzyszow.okay.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"143";"ziemski";"9.00";"WOJ. MAŁOPOLSKIE";206;190000008577;"LO";"33-180";"Gromnik";"W. Witosa";"4";146514013;146514013;"zsoiz@gromnik.pl";"www.zsoiz.gromnik.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"144";"ziemski";"23.00";"WOJ. MAŁOPOLSKIE";673;190000008777;"Liceum Ogólnokształcące";"32-800";"Brzesko";"Okulickiego";"2";146863200;146863837;"zsp1@brzesko.edu.pl";"www.zsp1.brzesko.edu.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"146";"ziemski";"4.00";"WOJ. MAŁOPOLSKIE";89;190000008806;"Liceum Ogólnokształcące";"32-860";"Czchów";"Sądecka";"187";146843230;146843230;"zespolszkol187@op.pl";"www.zsczchow.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto do 5 tys.mieszkańców";"gmina miejsko-wiejska";0
"147";"ziemski";"1.00";"WOJ. MAŁOPOLSKIE";18;190000008813;"Liceum Ogólnokształcące";"32-820";"Szczurowa";"Rynek";"14";146714939;146714939;"zs.sekretariat@poczta.fm";"";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"wieś";"gmina wiejska";0
"148";"ziemski";"10.00";"WOJ. MAŁOPOLSKIE";289;190000008831;"Publiczne Liceum Ogólnokształcące";"32-700";"Bochnia";"Windakiewicza";"23";146122603;146117204;"sekretariat@zs1.bochnia.pl";"www.zs1.bochnia.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
"149";"ziemski";"2.00";"WOJ. MAŁOPOLSKIE";42;190000008837;"Publiczne Liceum Ogólnokształcące w Zespole Szkół Nr 2 w Bochni";"32-700";"Bochnia";"Stasiaka";"1";146122730;146122730;"zsbbochnia@apnet.pl";"www.zs2-bochnia.pl";"Liceum ogólnokształcące";"t";NA;"publiczna";"brak specyfiki";"brak związania";12;"miasto powyżej 5 tys.mieszkańców";"gmina miejska";0
